type	source	date	amount	purpose_scrubbed	property_scrubbed	purpose	property	city	state
FEC	Kansans for Marshall	Mar 2, 2017	286.4	Food	BLT Prime D.C	Food/beverage	BLT Prime	Washington	DC
FEC	One Georgia PAC	Mar 6, 2017	217.5	Food	Trump Hotel D.C	REIMBURSEMENT [SB21B.5383]: MEETING EXPENSE: MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Valadao for Congress	Mar 9, 2017	1744.3	Event	BLT Prime D.C	Fundraising event	BLT Trump International	Washington	DC
FEC	Duffy for Wisconsin	Mar 20, 2017	491.9	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME TRUMP	Washington	DC
FEC	Elect Blake Farenthold Committee	Mar 28, 2017	267.6	Food	BLT Prime D.C	Fundraising Meal	BLT Prime by David Burke	Washington	DC
FEC	Mike Kelly for Congress	Mar 31, 2017	748.3	Food	BLT Prime D.C	Food & beverage expense	BLT Prime Steakhouse	Washington	DC
FEC	NRCC	Apr 5, 2017	701.25	Travel	Trump Hotel D.C	TRAVEL	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Bill Shuster for Congress	Apr 7, 2017	6037.5	Event	Trump Hotel D.C	EVENT FACILITY RENTAL	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Bill Shuster for Congress	Apr 7, 2017	150.0	Food	BLT Prime D.C	MEETING EXPENSE	BLT PRIME	Washington	DC
FEC	Bold Conservatives PAC	Apr 7, 2017	213.6	Food	Trump Hotel D.C	Meal expense following Presidential Inauguration	Trump International Hotel	Washington	DC
FEC	Ken Calvert for Congress Committee	Apr 24, 2017	319.8	Food	BLT Prime D.C	Candidate Meeting & Meal Costs	BLT Prime	Washington	DC
FEC	Republican Party of Louisiana	Apr 26, 2017	50.9	Food	BLT Prime D.C	VILLERE REIMBURSEMENT:MEETING EXPENSE:MEALS	BLT PRIME	Washington	DC
FEC	Johnson for Congress	May 3, 2017	333.3	Food	BLT Prime D.C	CAMPAIGN MEETING EXPENSE	BLT PRIME	Washington	DC
FEC	Bill Shuster for Congress	May 4, 2017	390.0	Event	BLT Prime D.C	EVENT CATERING	BLT PRIME	Washington	DC
FEC	Roger Williams for U S Congress Committee	May 10, 2017	3286.43	Food	BLT Prime D.C	Meal/Meeting Expense	BLT Prime	Washington	DC
FEC	Kansans for Marshall	May 17, 2017	370.98	Travel	Trump Hotel Chicago	TRAVEL	TRUMP INTERNATIONAL HOTEL	Chicago	IL
FEC	Kansans for Marshall	May 17, 2017	25.65	Travel	Trump Hotel Chicago	TRAVEL	TRUMP INTERNATIONAL HOTEL	Chicago	IL
FEC	Republican Party of Virginia Inc	May 18, 2017	9705.0	Event	Trump Golf Club D.C	Room rental and catering for Event	Trump National Golf Club DC	Potomac Falls	VA
FEC	Republican National Committee	May 19, 2017	55.2	Event	Trump Hotel D.C	CATERING/FOOD AND BEVERAGES	TRUMP INTERNATIONAL HOTEL WDC                                    	Washington	DC
FEC	Brady for Congress	May 21, 2017	1391.05	Food	BLT Prime D.C	staff retreat dinner	BLT Prime	Washington	DC
FEC	Rohrabacher for Congress	May 31, 2017	4175.0	Event	Trump Hotel D.C	Event Room & Catering Costs	Trump International Hotel	Washington	DC
FEC	Reinventing a New Direction Political Action Committee	Jun 1, 2017	350.0	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Tom Rice for Congress	Jun 6, 2017	1268.1	Event	BLT Prime D.C	Event Catering	BLT Prime	Washington	DC
FEC	Culberson for Congress	Jun 9, 2017	700.7	Event	Trump Hotel D.C	event food and bev	Trump Hotel	Washington	DC
FEC	Ted Yoho for Congress	Jun 14, 2017	1259.3	Event	BLT Prime D.C	EVENT CATERING	BLT-TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Rohrabacher for Congress	Jun 15, 2017	6825.0	Event	Trump Hotel D.C	Event Room & Catering Costs	Trump International Hotel	Washington	DC
FEC	Walden for Congress	Jun 15, 2017	365.9	Food	BLT Prime D.C	MEETING EXPENSE	BLT PRIME	Washington	DC
FEC	Washington State Republican Party	Jun 17, 2017	807.22	Lodging	Trump Hotel D.C	Hotel	Trump International Hotel	Washington	DC
FEC	Alex Mooney for Congress	Jun 19, 2017	437.4	Food	BLT Prime D.C	FOOD/BEVERAGE	TRUMP HOTEL BLT PRIME	Washington	DC
FEC	Walorski for Congress Inc	Jun 21, 2017	622.5	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Mike Kelly for Congress	Jun 26, 2017	203.4	Food	Trump Hotel D.C	Food & beverage expense	Trump International Hotel	Washington	DC
FEC	Macarthur Victory	Jun 28, 2017	15221.1	Event	Trump Golf Club Bedminster  	VENUE RENTAL/CATERING	TRUMP NATIONAL GOLF CLUB	Bedminister	NJ
FEC	Alex Mooney for Congress	Jul 5, 2017	69.3	Food	BLT Prime D.C	FOOD/BEVERAGE	TRUMP HOTEL BLT PRIME	Washington	DC
FEC	Rohrabacher for Congress	Jul 5, 2017	972.98	Event	Trump Hotel D.C	Event Room & Final Catering Costs	Trump International Hotel	Washington	DC
FEC	Rohrabacher for Congress	Jul 6, 2017	572.5	Event	Trump Hotel D.C	Event Room & Event Supplies	Trump International Hotel	Washington	DC
FEC	Handel for Congress, Inc.	Jul 7, 2017	230.0	Food	Trump Hotel D.C	Food/Beverage	Trump International Hotel Washington	Washington	DC
FEC	Missouri Republican State Committee-Federal	Jul 12, 2017	1587.46	Lodging	Trump Hotel D.C	Lodging	Trump International Hotel	Washington	DC
FEC	Trump Make America Great Again Committee	Jul 13, 2017	1145.0	Lodging	Trump Hotel D.C	CREDIT CARD PMT [SB21B.750867]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	NY Republican Federal Campaign Committee	Jul 14, 2017	16.0	Other	Trump Golf Club Miami	002 Travel Parking	Trump National Doral	Doral	FL
FEC	Washington State Republican Party	Jul 14, 2017	904.56	Lodging	Trump Hotel D.C	Hotel	Trump International Hotel	Washington	DC
FEC	Duncan D. Hunter for Congress	Jul 19, 2017	136.6	Food	Benjamin Bar & Lounge D.C	FOOD/BEVERAGE	BENJAMIN BAR & LOUNGE	Washington	DC
FEC	Republican National Committee	Jul 19, 2017	954.0	Event	Trump Hotel D.C	CATERING/FOOD AND BEVERAGES	TRUMP INTERNATIONAL HOTEL WDC                                    	Washington	DC
FEC	Republican National Committee	Jul 19, 2017	121250.0	Event	Trump Hotel D.C	VENUE RENTAL AND CATERING	TRUMP INTERNATIONAL HOTEL WDC                                    	Washington	DC
FEC	Omar Navarro for Congress	Jul 24, 2017	3670.8	Event	Trump Golf Club L.A.	Fundraising Event Rental	Trump National Golf Course	Rancho Palos Verdes	CA
FEC	Tenn Political Action Committee Inc (Tenn Pac)	Jul 25, 2017	268.4	Food	BLT Prime D.C	PAC meals	BLT Prime	Washington	DC
FEC	Great America PAC	Jul 26, 2017	281.4	Food	BLT Prime D.C	FOOD AND BEVERAGE	BLT PRIME	Washington	DC
FEC	Texans for Lamar Smith	Jul 26, 2017	479.3	Event	BLT Prime D.C	Catering	BLT Prime	Washington	DC
FEC	Omar Navarro for Congress	Aug 2, 2017	20.0	Food	Trump Golf Club L.A.	Meals	Trump National Golf Course	Rancho Palos Verdes	CA
FEC	Omar Navarro for Congress	Aug 2, 2017	9.46	Food	Trump Golf Club L.A.	Meals	Trump National Golf Course	Rancho Palos Verdes	CA
FEC	Walorski for Congress Inc	Aug 3, 2017	648.9	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	NRSC	Aug 4, 2017	404.3	Food	Trump Restaurants LLC	FOOD/BEVERAGE	TRUMP RESTAURANTS	New York	NY
FEC	Reinventing a New Direction Political Action Committee	Aug 4, 2017	29.4	Food	Trump Golf Club D.C	FOOD/BEVERAGE	TRUMP NATIONAL	Potomac Falls	VA
FEC	Graves for Congress	Aug 5, 2017	85.4	Food	Trump Hotel D.C	Resturant Meal	Trump International Hotel	Washington	DC
FEC	Citizens for Turner	Aug 15, 2017	275.9	Food	Trump Hotel D.C	Meeting Food and Beverage	Trump International Hotel DC	Washington	DC
FEC	Republican National Committee	Aug 19, 2017	27.0	Event	Trump Hotel D.C	CATERING/FOOD AND BEVERAGES	TRUMP INTERNATIONAL HOTEL WDC                                    	Washington	DC
FEC	Republican National Committee	Aug 19, 2017	46965.74	Event	Trump Hotel D.C	VENUE RENTAL AND CATERING	TRUMP INTERNATIONAL HOTEL WDC                                    	Washington	DC
FEC	Ax PAC	Aug 21, 2017	974.02	Event	BLT Prime D.C	CATERING/FACILITY RENTAL	BLT PRIME TRUMP DC	Washington	DC
FEC	Yoder for Congress, Inc	Aug 30, 2017	353.68	Lodging	Trump Hotel Chicago	LODGING	TRUMP HOTEL	Chicago	IL
FEC	Tom Rooney for Congress	Sep 1, 2017	352.2	Lodging	Trump Hotel Chicago	LODGING	TRUMP INTERNATIONAL HOTEL	Chicago	IL
FEC	Omar Navarro for Congress	Sep 6, 2017	359.55	Lodging	Trump Hotel Las Vegas	Hotel	Trump Hotel	Las Vegas	NV
FEC	Denham for Congress	Sep 13, 2017	873.5	Event	Trump Hotel D.C	FUNDRAISING EVENT	TRUMP INT'L HOTEL	Washington	DC
FEC	Citizens for Turner	Sep 15, 2017	53.1	Food	Trump Hotel D.C	Meeting Food and Beverage	Trump International Hotel DC	Washington	DC
FEC	Republican National Committee	Sep 18, 2017	3322.37	Event	Trump Hotel D.C	VENUE RENTAL AND CATERING	TRUMP INTERNATIONAL HOTEL WDC	Washington	DC
FEC	Jet PAC	Sep 20, 2017	70.21	Food	Other	PAC MEETING EXPENSE	TERRACE AT TRUMP	Chicago	IL
FEC	Jet PAC	Sep 20, 2017	433.91	Travel	Trump Hotel Chicago	PAC TRAVEL EXPENSE	TRUMP HOTEL	Chicago	IL
FEC	Omar Navarro for Congress	Sep 20, 2017	258.76	Lodging	Trump Hotel Las Vegas	Hotel	Trump Hotel	Las Vegas	NV
FEC	Great America PAC	Sep 27, 2017	77.5	Food	BLT Prime D.C	FOOD AND BEVERAGE	BLT PRIME	Washington	DC
FEC	Omar Navarro for Congress	Sep 27, 2017	4132.93	Event	Trump Golf Club L.A.	Event Venue Rental	Trump National Golf Course	Rancho Palos Verdes	CA
FEC	America First Action, Inc.	Sep 28, 2017	475.0	Food	Benjamin Bar & Lounge D.C	AHEARN REIMBURSEMENT [SB21B.4640]: MEETING EXPENSE: MEALS	BENJAMIN BAR AND LOUNGE	Washington	DC
FEC	National Association of Royalty Owners PAC (Naro Pac)	Sep 29, 2017	848.82	Lodging	Trump Hotel D.C	PAC Lodging	Trump International Hotel	Washington	DC
FEC	Tom Reed for Congress	Oct 6, 2017	242.4	Event	Trump Hotel D.C	fundraising/catering	Trump International Hotel	Washington	DC
FEC	Kinzinger for Congress	Oct 10, 2017	937.3	Event	Trump Hotel Chicago	EVENT CATERING	TRUMP HOTEL	Chicago	IL
FEC	Reinventing a New Direction Political Action Committee	Oct 10, 2017	784.4	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Reinventing a New Direction Political Action Committee	Oct 10, 2017	54.0	Food	Trump Golf Club D.C	FOOD/BEVERAGE	TRUMP NATIONAL	Potomac Falls	VA
FEC	Stewart for Senate Inc	Oct 10, 2017	76.8	Food	Trump Hotel D.C	MEETING EXPENSE - MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Stewart for Senate Inc	Oct 10, 2017	250.6	Food	Trump Hotel D.C	MEETING EXPENSE - MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Stewart for Senate Inc	Oct 12, 2017	131.2	Food	Trump Hotel D.C	MEETING EXPENSE - MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Duffy for Wisconsin	Oct 16, 2017	290.3	Food	Trump Hotel D.C	FOOD/BEVERAGE	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Republican National Committee	Oct 17, 2017	300.0	Travel	Trump Hotel D.C	TRAVEL EXPENSES	TRUMP INTERNATIONAL HOTEL WDC	Washington	DC
FEC	Republican National Committee	Oct 18, 2017	112.6	Event	BLT Prime D.C	CATERING/FOOD AND BEVERAGES	BLT PRIME	Washington	DC
FEC	Republican National Committee	Oct 19, 2017	65.71	Travel	Trump Cafe NY	TRAVEL EXPENSES	THE TRUMP CAFE	New York	NY
FEC	Handel for Congress, Inc.	Oct 20, 2017	40.8	Food	Trump Hotel D.C	Food/Beverage	Trump International Hotel Washington	Washington	DC
FEC	Omar Navarro for Congress	Oct 23, 2017	90.56	Food	Trump Golf Club L.A.	Meals	Trump National Golf Course	Rancho Palos Verdes	CA
FEC	Omar Navarro for Congress	Oct 23, 2017	9.45	Other	Trump Golf Club L.A.	Fee	Trump National Golf Course	Rancho Palos Verdes	CA
FEC	Tom Rooney for Congress	Oct 24, 2017	6.69	Other	Trump Hotel Chicago	MEETING EXPENSE	TRUMP INTERNATIONAL HOTEL	Chicago	IL
FEC	Biggs for Congress	Oct 25, 2017	267.7	Food	Trump Hotel D.C	MEALS/MEETINGS	TRUMP HOTEL	Washington	DC
FEC	Collins for Congress	Oct 25, 2017	393.9	Food	Trump Hotel D.C	Fundraising dinner - data entry error	Trump International Hotel	Washington	DC
FEC	America First Action, Inc.	Oct 26, 2017	73.8	Food	Benjamin Bar & Lounge D.C	AHEARN REIMBURSEMENT [SB21B.4641]: TRAVEL: FOOD	BENJAMIN BAR AND LOUNGE	Washington	DC
FEC	America First Action, Inc.	Oct 26, 2017	1238.35	Lodging	Trump Hotel D.C	1ST BANKCARD PMT [SB21B.4627]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Claudia Tenney for Congress	Oct 26, 2017	789.82	Event	Trump Hotel D.C	Event Catering	Trump Hotel	Washington	DC
FEC	Stewart for Senate Inc	Oct 30, 2017	309.6	Food	Trump Hotel D.C	MEETING EXPENSE - MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	John James for Senate Inc	Oct 31, 2017	478.12	Lodging	Trump Hotel D.C	TRAVEL: LODGING [SB17.10757]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Omar Navarro for Congress	Nov 2, 2017	33.38	Event	Trump Golf Club L.A.	Campaign Event	Trump National Golf Course	Rancho Palos Verdes	CA
FEC	Reinventing a New Direction Political Action Committee	Nov 2, 2017	441.0	Food	BLT Prime D.C	FOOD/BEVERAGE	BLT PRIME	Washington	DC
FEC	Reinventing a New Direction Political Action Committee	Nov 2, 2017	109.1	Food	Trump Golf Club D.C	FOOD/BEVERAGE	TRUMP NATIONAL	Potomac Falls	VA
FEC	Stewart for Senate Inc	Nov 2, 2017	354.8	Food	Trump Hotel D.C	MEETING EXPENSE-MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Family-Pac Federal	Nov 3, 2017	650.0	Lodging	Trump Hotel Chicago	Lodging for Meeting	Trump Hotel Chicago	Chicago	IL
FEC	Kenny Marchant for Congress	Nov 7, 2017	144.0	Food	BLT Prime D.C	Meal Expense	BLT Prime	Washington	DC
FEC	Republican National Committee	Nov 8, 2017	42.0	Event	BLT Prime D.C	CATERING/FOOD AND BEVERAGES	BLT PRIME	Washington	DC
FEC	Stewart for Senate Inc	Nov 9, 2017	223.0	Food	Trump Hotel D.C	MEETING EXPENSE - MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Stewart for Senate Inc	Nov 9, 2017	75.7	Food	Trump Hotel D.C	MEETING EXPENSE - MEALS	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Committee To Re-Elect Trent Franks To Congress	Nov 14, 2017	2153.64	Food	BLT Prime D.C	Food & Beverage	BLT Prime	Washington	DC
FEC	America First Action, Inc.	Nov 17, 2017	3750.0	Event	Trump Hotel D.C	EVENT EXPENSE: FACILITY RENTAL AND CATERING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	America First Action, Inc.	Nov 17, 2017	3750.0	Event	Trump Hotel D.C	EVENT EXPENSE: FACILITY RENTAL AND CATERING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	America First Action, Inc.	Nov 17, 2017	3750.0	Event	Trump Hotel D.C	EVENT EXPENSE: FACILITY RENTAL AND CATERING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	America First Action, Inc.	Nov 17, 2017	19000.0	Event	Trump Hotel D.C	EVENT EXPENSE: FACILITY RENTAL AND CATERING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	America First Action, Inc.	Nov 17, 2017	94.2	Food	BLT Prime D.C	WALSH REIMBURSEMENT [SB21B.4658]: MEETING EXPENSE: MEALS	BLT PRIME	Washington	DC
FEC	Alex Mooney for Congress	Nov 20, 2017	103.6	Food	BLT Prime D.C	FOOD/BEVERAGE	TRUMP HOTEL BLT PRIME	Washington	DC
FEC	America First Action, Inc.	Nov 22, 2017	1130.36	Lodging	Trump Hotel D.C	1ST BANKCARD PMT [SB21B.4629]: TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Greg Pence for Congress	Nov 27, 2017	1525.46	Lodging	Trump Hotel D.C	Lodging Expense - Pd by G. Pence	Trump International Hotel	Washington	DC
FEC	Palazzo for Congress	Nov 27, 2017	394.2	Travel	BLT Prime D.C	Staff Travel	BLT Prime Trump	Washington	DC
FEC	Bill Shuster for Congress	Nov 30, 2017	19571.91	Event	Trump Hotel D.C	EVENT FACILITY RENTAL/CATERING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Family-Pac Federal	Dec 4, 2017	2079.06	Food	Trump Hotel Chicago	Food and Beverages-Luncheon	Trump Hotel Chicago	Chicago	IL
FEC	John James for Senate Inc	Dec 4, 2017	418.62	Lodging	Trump Hotel D.C	TRAVEL: LODGING [SB17.11407]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	John James for Senate Inc	Dec 5, 2017	426.3	Lodging	Trump Hotel D.C	TRAVEL: LODGING [SB17.11407]	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	NRCC	Dec 5, 2017	906.92	Travel	Trump Hotel D.C	TRAVEL	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Republican National Committee	Dec 6, 2017	173.2	Event	Trump Hotel D.C	CATERING/FOOD AND BEVERAGES	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Republican National Committee	Dec 6, 2017	13750.0	Event	Trump Hotel D.C	VENUE RENTAL AND CATERING	TRUMP INTERNATIONAL HOTEL	Washington	DC
FEC	Duncan D. Hunter for Congress	Dec 7, 2017	56.3	Food	Trump Hotel D.C	FOOD/BEVERAGES	TRUMP INTERNATIONAL HOTEL RESTAURANT	Washington	DC
FEC	Meadows for Congress	Dec 7, 2017	688.6	Lodging	Trump Hotel D.C	Lodging	Trump International Hotel - Washington DC	Washington	DC
FEC	Reinventing a New Direction Political Action Committee	Dec 8, 2017	170.73	Food	Trump Golf Club D.C	FOOD/BEVERAGE	TRUMP NATIONAL	Potomac Falls	VA
FEC	Reinventing a New Direction Political Action Committee	Dec 8, 2017	43.4	Food	Trump Golf Club D.C	FOOD/BEVERAGE	TRUMP NATIONAL	Potomac Falls	VA
FEC	America First Action, Inc.	Dec 9, 2017	639.5	Food	BLT Prime D.C	WALSH REIMBURSEMENT [SB21B.15515]: FUNDRAISING EXPENSE	BLT PRIME BY DAVID BURKE	Washington	DC
